Date,Price
2025-04-30,169.52952575683594
2025-04-30,168.5043487548828
2025-04-30,172.21681213378906
2025-04-30,182.5181884765625
2025-04-30,180.8560333251953
2025-04-30,181.5427703857422
2025-04-30,181.88119506835938
2025-04-30,183.7025909423828
2025-04-30,182.43685913085938
2025-04-30,185.65602111816406
2025-04-30,186.80215454101562
2025-04-30,189.0845184326172
2025-04-30,189.2041015625
2025-04-30,189.23399353027344
2025-04-30,190.40008544921875
2025-04-30,191.70570373535156
2025-04-30,190.2605438232422
2025-04-30,186.25401306152344
2025-04-30,189.3436279296875
2025-04-30,189.3535919189453
2025-04-30,189.652587890625
2025-04-30,190.6492462158203
2025-04-30,191.6060333251953
2025-04-30,193.38006591796875
2025-04-30,193.69900512695312
2025-04-30,195.21389770507812
2025-04-30,193.82855224609375
2025-04-30,196.23048400878906
2025-04-30,192.47311401367188
2025-04-30,206.45611572265625
2025-04-30,212.35629272460938
2025-04-30,213.5223846435547
2025-04-30,211.7782440185547
2025-04-30,215.94422912597656
2025-04-30,213.5721893310547
2025-04-30,208.97764587402344
2025-04-30,206.79498291015625
2025-04-30,207.44281005859375
2025-04-30,208.3697052001953
2025-04-30,212.5356903076172
2025-04-30,213.38284301757812
2025-04-30,209.9144744873047
2025-04-30,216.02395629882812
2025-04-30,219.5321807861328
2025-04-30,220.80789184570312
2025-04-30,225.5818328857422
2025-04-30,227.056884765625
2025-04-30,227.9139862060547
2025-04-30,232.1995849609375
2025-04-30,226.80772399902344
2025-04-30,229.76776123046875
2025-04-30,233.61483764648438
2025-04-30,234.03343200683594
2025-04-30,228.1133270263672
2025-04-30,223.42906188964844
2025-04-30,223.55862426757812
2025-04-30,223.20980834960938
2025-04-30,224.2563018798828
2025-04-30,217.80795288085938
2025-04-30,216.76148986816406
2025-04-30,217.22991943359375
2025-04-30,217.50897216796875
2025-04-30,218.06710815429688
2025-04-30,221.3361053466797
2025-04-30,217.62855529785156
2025-04-30,219.12353515625
2025-04-30,208.5690155029297
2025-04-30,206.5358428955078
2025-04-30,209.1171875
2025-04-30,212.59548950195312
2025-04-30,215.51568603515625
2025-04-30,217.0522918701172
2025-04-30,220.78408813476562
2025-04-30,221.23309326171875
2025-04-30,224.22650146484375
2025-04-30,225.5535888671875
2025-04-30,225.3939208984375
2025-04-30,226.0125732421875
2025-04-30,225.90281677246094
2025-04-30,224.0369110107422
2025-04-30,226.3418426513672
2025-04-30,226.68109130859375
2025-04-30,227.52923583984375
2025-04-30,225.99261474609375
2025-04-30,229.28536987304688
2025-04-30,228.49710083007812
2025-04-30,222.28079223632812
2025-04-30,220.36500549316406
2025-04-30,221.8916473388672
2025-04-30,220.33506774902344
2025-04-30,220.4248809814453
2025-04-30,219.62661743164062
2025-04-30,222.17103576660156
2025-04-30,222.28079223632812
2025-04-30,222.01136779785156
2025-04-30,215.84495544433594
2025-04-30,216.31390380859375
2025-04-30,220.20535278320312
2025-04-30,228.3673858642578
2025-04-30,227.6988525390625
2025-04-30,225.97265625
2025-04-30,226.8706817626953
2025-04-30,225.8728790283203
2025-04-30,227.02035522460938
2025-04-30,227.2897491455078
2025-04-30,232.48831176757812
2025-04-30,225.71322631835938
2025-04-30,226.28196716308594
2025-04-30,225.17440795898438
2025-04-30,226.30194091796875
2025-04-30,221.2031707763672
2025-04-30,225.27420043945312
2025-04-30,229.03591918945312
2025-04-30,228.53700256347656
2025-04-30,227.05029296875
2025-04-30,230.79205322265625
2025-04-30,233.33645629882812
2025-04-30,231.27099609375
2025-04-30,231.6401824951172
2025-04-30,234.4839324951172
2025-04-30,235.96067810058594
2025-04-30,235.342041015625
2025-04-30,230.25323486328125
2025-04-30,230.06365966796875
2025-04-30,230.9018096923828
2025-04-30,232.88743591308594
2025-04-30,233.15684509277344
2025-04-30,229.59469604492188
2025-04-30,225.4138946533203
2025-04-30,222.4204864501953
2025-04-30,221.52244567871094
2025-04-30,222.95928955078125
2025-04-30,222.23089599609375
2025-04-30,226.98043823242188
2025-04-30,226.7107391357422
2025-04-30,223.98373413085938
2025-04-30,223.98373413085938
2025-04-30,224.8727569580078
2025-04-30,227.9693603515625
2025-04-30,224.7528839111328
2025-04-30,227.7695770263672
2025-04-30,228.02928161621094
2025-04-30,228.7484893798828
2025-04-30,228.26902770996094
2025-04-30,229.61753845214844
2025-04-30,232.61424255371094
2025-04-30,234.8018341064453
2025-04-30,234.67198181152344
2025-04-30,237.06935119628906
2025-04-30,239.3268585205078
2025-04-30,242.3834991455078
2025-04-30,242.74310302734375
2025-04-30,242.7730712890625
2025-04-30,242.5732879638672
2025-04-30,246.47900390625
2025-04-30,247.4978790283203
2025-04-30,246.2192840576172
2025-04-30,247.68768310546875
2025-04-30,247.85748291015625
2025-04-30,250.7642822265625
2025-04-30,253.20159912109375
2025-04-30,247.77757263183594
2025-04-30,249.51565551757812
2025-04-30,254.21051025390625
2025-04-30,254.98965454101562
2025-04-30,257.91644287109375
2025-04-30,258.7355041503906
2025-04-30,255.30929565429688
2025-04-30,251.9230194091797
2025-04-30,250.1449737548828
2025-04-30,243.5821990966797
2025-04-30,243.0927276611328
2025-04-30,244.73092651367188
2025-04-30,241.94400024414062
2025-04-30,242.43344116210938
2025-04-30,236.58987426757812
2025-04-30,234.14256286621094
2025-04-30,233.02378845214844
2025-04-30,237.60874938964844
2025-04-30,228.00930786132812
2025-04-30,229.7274169921875
2025-04-30,222.39547729492188
2025-04-30,223.58416748046875
2025-04-30,223.41436767578125
2025-04-30,222.5353240966797
2025-04-30,229.6075439453125
2025-04-30,237.99832153320312
