DOGE-USD, 2017-11-09, 0.0012069999938830733
DOGE-USD, 2017-11-10, 0.001420999993570149
DOGE-USD, 2017-11-11, 0.001145999995060265
DOGE-USD, 2017-11-12, 0.0011889999732375145
DOGE-USD, 2017-11-13, 0.0010460000485181808
DOGE-USD, 2017-11-14, 0.0012009999481961131
DOGE-USD, 2017-11-15, 0.0011889999732375145
DOGE-USD, 2017-11-16, 0.001348000019788742
DOGE-USD, 2017-11-17, 0.0013810000382363796
DOGE-USD, 2017-11-18, 0.001307999948039651
DOGE-USD, 2017-11-19, 0.0013549999566748738
DOGE-USD, 2017-11-20, 0.001373999984934926
DOGE-USD, 2017-11-21, 0.0014100000262260437
DOGE-USD, 2017-11-22, 0.0014009999576956034
DOGE-USD, 2017-11-23, 0.0018189999973401427
DOGE-USD, 2017-11-24, 0.0019399999873712659
DOGE-USD, 2017-11-25, 0.0019229999743402004
DOGE-USD, 2017-11-26, 0.0020729999523609877
DOGE-USD, 2017-11-27, 0.0019990000873804092
DOGE-USD, 2017-11-28, 0.0019910000264644623
DOGE-USD, 2017-11-29, 0.0023330000694841146
DOGE-USD, 2017-11-30, 0.002047999994829297
DOGE-USD, 2017-12-01, 0.002051000017672777
DOGE-USD, 2017-12-02, 0.002122000092640519
DOGE-USD, 2017-12-03, 0.0020920000970363617
DOGE-USD, 2017-12-04, 0.0022060000337660313
DOGE-USD, 2017-12-05, 0.0024739999789744616
DOGE-USD, 2017-12-06, 0.0024949999060481787
DOGE-USD, 2017-12-07, 0.002581000095233321
DOGE-USD, 2017-12-08, 0.002730000065639615
DOGE-USD, 2017-12-09, 0.0027719999197870493
DOGE-USD, 2017-12-10, 0.002607000060379505
DOGE-USD, 2017-12-11, 0.0025629999581724405
DOGE-USD, 2017-12-12, 0.0027940000873059034
DOGE-USD, 2017-12-13, 0.003306000027805567
DOGE-USD, 2017-12-14, 0.0034489999525249004
DOGE-USD, 2017-12-15, 0.0036700000055134296
DOGE-USD, 2017-12-16, 0.0037670000456273556
DOGE-USD, 2017-12-17, 0.005917000118643045
DOGE-USD, 2017-12-18, 0.0059380000457167625
DOGE-USD, 2017-12-19, 0.006401999853551388
DOGE-USD, 2017-12-20, 0.005619000177830458
DOGE-USD, 2017-12-21, 0.006732999812811613
DOGE-USD, 2017-12-22, 0.007385999895632267
DOGE-USD, 2017-12-23, 0.006134999915957451
DOGE-USD, 2017-12-24, 0.007282000035047531
DOGE-USD, 2017-12-25, 0.008648999966681004
DOGE-USD, 2017-12-26, 0.008934999816119671
