timestamp,price
1714348800000,599.5751191835121
1714435200000,593.2491133866707
1714521600000,578.1898622510048
1714608000000,562.220221163871
1714694400000,560.7053414580814
1714780800000,586.4329441429846
1714867200000,585.7091919899577
1714953600000,591.5696864234413
1715040000000,587.9975276703907
1715126400000,577.8207580787184
1715212800000,588.6001816817056
1715299200000,596.3634049227411
1715385600000,585.63209486269
1715472000000,591.5322705643867
1715558400000,594.0478928219344
1715644800000,591.4430302446636
1715731200000,566.6540797108654
1715817600000,582.2776668543061
1715904000000,569.1833921144822
1715990400000,581.3528348007209
1716076800000,579.6733289621226
1716163200000,574.2318739013161
1716249600000,600.7777660119472
1716336000000,618.8192565287056
1716422400000,614.7193778227489
1716508800000,598.7991409330791
1716595200000,600.0237430352892
1716681600000,602.185289762264
1716768000000,600.0099567532791
1716854400000,603.7379863160476
1716940800000,601.027199842003
1717027200000,595.1906949308271
1717113600000,595.0819435647909
1717200000000,593.7073159967216
1717286400000,600.9239789843393
1717372800000,602.9471398632894
1717459200000,626.564554887942
1717545600000,686.5106675772284
1717632000000,699.924112025121
1717718400000,710.0434830589062
1717804800000,683.3383279797964
1717891200000,682.7827497468624
1717977600000,673.495305137746
1718064000000,624.1111865882733
1718150400000,601.6892499687187
1718236800000,618.8387734028372
1718323200000,599.1566520664575
1718409600000,603.0538175934126
1718496000000,607.8065562169128
1718582400000,609.8330309332431
1718668800000,603.9317705958817
1718755200000,588.3547299332587
1718841600000,598.1823995707931
1718928000000,586.9059353494202
1719014400000,585.8611030285144
1719100800000,590.5596486180493
1719187200000,577.112305791683
1719273600000,568.2866257920481
1719360000000,578.10170306042
1719446400000,571.9653901943021
1719532800000,580.4848098316352
1719619200000,566.7791835235641
1719705600000,569.037979199843
1719792000000,581.7785946481981
1719878400000,576.4582104446572
1719964800000,579.0244502710267
1720051200000,556.9797154228937
1720137600000,513.9453755496933
1720224000000,498.62196780135304
1720310400000,527.4566371635227
1720396800000,489.8966088738004
1720483200000,510.23246278627056
1720569600000,516.6700504533386
1720656000000,524.2934683955484
1720742400000,525.4243568486237
1720828800000,533.79693592098
1720915200000,531.8300862413389
1721001600000,544.9923777318921
1721088000000,586.5021629410871
1721174400000,577.0733320025251
1721260800000,568.6629868188512
1721347200000,571.9732791484945
1721433600000,593.6286687768509
1721520000000,593.7583912963933
1721606400000,601.817243994619
1721692800000,589.292647245785
1721779200000,582.4529136231971
1721865600000,574.4106472326896
1721952000000,570.9283836332269
1722038400000,581.0688197159623
1722124800000,582.1631652390556
1722211200000,584.4214798073752
1722297600000,574.7212730893208
1722384000000,585.8203686347002
1722470400000,576.7235905020976
1722556800000,575.3955117876043
1722643200000,542.9536431671482
1722729600000,529.824763245154
1722816000000,495.964297435195
1722902400000,464.9172230655701
1722988800000,483.58147031545303
1723075200000,474.91517548175267
1723161600000,517.0200212361478
1723248000000,508.50598966236623
1723334400000,523.4081972371441
1723420800000,503.4723056454186
1723507200000,518.7522169712583
1723593600000,523.5534548294074
1723680000000,523.8422624962476
1723766400000,519.9897914144176
1723852800000,519.7178383319489
1723939200000,542.028372504351
1724025600000,530.6035820721123
1724112000000,561.3466933045529
1724198400000,569.5129223388254
1724284800000,569.5545076353214
1724371200000,583.7567536762228
1724457600000,590.4688964429359
1724544000000,580.9115618477243
1724630400000,573.1076363055
1724716800000,548.8530122031234
1724803200000,534.6723254250207
1724889600000,536.5579977474256
1724976000000,536.8036844570744
1725062400000,535.4547657229192
1725148800000,532.7142189592856
1725235200000,512.8645441575117
1725321600000,526.1346608462134
1725408000000,518.9769919279926
1725494400000,508.0001826075747
1725580800000,502.3364802943831
1725667200000,486.61133722783063
1725753600000,493.1697725825615
1725840000000,502.47327648981104
1725926400000,519.0381441947187
1726012800000,517.371526189411
1726099200000,530.7261556082223
1726185600000,543.9941131094093
1726272000000,557.3001014335761
1726358400000,553.4601547683208
1726444800000,553.5317684437828
1726531200000,534.0307828642058
1726617600000,545.8591557817873
1726704000000,559.2622033756663
1726790400000,565.7226434773531
1726876800000,568.1419699696063
1726963200000,589.1278971088337
1727049600000,588.0008491467103
1727136000000,604.2907205092504
1727222400000,606.3196193639224
1727308800000,587.4528459687532
1727395200000,596.6500568684918
1727481600000,608.5326765533662
1727568000000,601.8844621885047
1727654400000,596.6124622623387
1727740800000,566.6132996895035
1727827200000,547.6662085850359
1727913600000,542.1361610816159
1728000000000,543.9268634322848
1728086400000,555.7319512863536
1728172800000,563.0576257615133
1728259200000,570.3887106812168
1728345600000,564.5530144089458
1728432000000,580.5834563804233
1728518400000,570.4233445375069
1728604800000,562.2876092184791
1728691200000,572.6973782181188
1728777600000,576.4218063678553
1728864000000,572.0464555145396
1728950400000,588.7145782741194
1729036800000,593.7859585166118
1729123200000,600.7171299370192
1729209600000,592.06562034803
1729296000000,599.7937020052995
1729382400000,598.0584515713127
1729468800000,604.7364465668796
1729555200000,598.8441916110455
1729641600000,593.2537357882547
1729728000000,584.5160075603742
1729814400000,594.325893184941
1729900800000,573.5027977179195
1729987200000,582.7002844268627
1730073600000,588.3466587883522
1730160000000,600.2951565105121
1730246400000,605.9923660648295
1730332800000,595.7628311131087
1730419200000,575.5827350716986
1730505600000,572.9178309294414
1730592000000,568.1788705867822
1730678400000,557.9719388092819
1730764800000,552.0002698236904
1730851200000,563.1815855751432
1730937600000,591.1691503275006
1731024000000,598.6118114741502
1731110400000,598.0540120171064
1731196800000,623.0345147169824
1731283200000,628.4982208915301
1731369600000,655.001920202732
1731456000000,629.1405449090754
1731542400000,620.6711241408003
1731628800000,620.7149581494238
