Date,Price
2025-04-30,386.380126953125
2025-04-30,391.9476013183594
2025-04-30,394.8256530761719
2025-04-30,403.5788269042969
2025-04-30,410.40667724609375
2025-04-30,406.238525390625
2025-04-30,407.429443359375
2025-04-30,409.1959228515625
2025-04-30,411.59759521484375
2025-04-30,410.5853271484375
2025-04-30,413.40380859375
2025-04-30,420.6317443847656
2025-04-30,418.5538635253906
2025-04-30,417.7783508300781
2025-04-30,422.8786315917969
2025-04-30,426.5572814941406
2025-04-30,428.0286865234375
2025-04-30,424.5290832519531
2025-04-30,427.6707763671875
2025-04-30,427.8298645019531
2025-04-30,426.6864929199219
2025-04-30,412.2704162597656
2025-04-30,412.7277526855469
2025-04-30,411.1270751953125
2025-04-30,413.6623229980469
2025-04-30,421.5563659667969
2025-04-30,422.0633850097656
2025-04-30,421.3973083496094
2025-04-30,425.39404296875
2025-04-30,430.1761779785156
2025-04-30,438.5076904296875
2025-04-30,439.0246887207031
2025-04-30,440.00897216796875
2025-04-30,445.775390625
2025-04-30,443.75714111328125
2025-04-30,443.120849609375
2025-04-30,447.17724609375
2025-04-30,445.0794677734375
2025-04-30,448.3404541015625
2025-04-30,449.54345703125
2025-04-30,450.2294921875
2025-04-30,444.3636169433594
2025-04-30,454.0870361328125
2025-04-30,456.62225341796875
2025-04-30,458.1036376953125
2025-04-30,464.8543395996094
2025-04-30,463.5419921875
2025-04-30,456.8807678222656
2025-04-30,463.55194091796875
2025-04-30,452.0687561035156
2025-04-30,450.9254150390625
2025-04-30,451.33306884765625
2025-04-30,446.9187316894531
2025-04-30,440.9534606933594
2025-04-30,437.82171630859375
2025-04-30,434.5805358886719
2025-04-30,440.3768310546875
2025-04-30,442.2757873535156
2025-04-30,426.4180603027344
2025-04-30,415.9788513183594
2025-04-30,422.8090515136719
2025-04-30,424.2606506347656
2025-04-30,420.47265625
2025-04-30,415.92913818359375
2025-04-30,414.6962585449219
2025-04-30,406.12615966796875
2025-04-30,392.8633728027344
2025-04-30,397.29754638671875
2025-04-30,396.1243591308594
2025-04-30,400.3597412109375
2025-04-30,403.67047119140625
2025-04-30,404.4559020996094
2025-04-30,411.6142578125
2025-04-30,414.4477233886719
2025-04-30,419.34808349609375
2025-04-30,416.7983093261719
2025-04-30,419.8460693359375
2025-04-30,423.10302734375
2025-04-30,422.4456787109375
2025-04-30,413.88995361328125
2025-04-30,415.1250305175781
2025-04-30,411.8382263183594
2025-04-30,412.18682861328125
2025-04-30,408.9597473144531
2025-04-30,411.4696960449219
2025-04-30,415.4736328125
2025-04-30,407.80438232421875
2025-04-30,407.26654052734375
2025-04-30,406.75860595703125
2025-04-30,400.0953369140625
2025-04-30,404.0992431640625
2025-04-30,412.5453796386719
2025-04-30,421.3500671386719
2025-04-30,425.29425048828125
2025-04-30,428.869873046875
2025-04-30,429.61688232421875
2025-04-30,433.41168212890625
2025-04-30,429.0890197753906
2025-04-30,436.9375305175781
2025-04-30,433.53118896484375
2025-04-30,431.77825927734375
2025-04-30,427.45556640625
2025-04-30,430.3838195800781
2025-04-30,429.5870056152344
2025-04-30,426.3101501464844
2025-04-30,428.5810241699219
2025-04-30,419.0094299316406
2025-04-30,415.46368408203125
2025-04-30,414.87603759765625
2025-04-30,414.39794921875
2025-04-30,407.9040222167969
2025-04-30,413.0533447265625
2025-04-30,415.7923278808594
2025-04-30,414.1788024902344
2025-04-30,414.65692138671875
2025-04-30,417.46563720703125
2025-04-30,417.0672302246094
2025-04-30,414.45770263671875
2025-04-30,415.0553283691406
2025-04-30,416.4895324707031
2025-04-30,417.1070861816406
2025-04-30,425.8022155761719
2025-04-30,422.9038391113281
2025-04-30,423.0332946777344
2025-04-30,426.43963623046875
2025-04-30,424.8858947753906
2025-04-30,430.2244873046875
2025-04-30,430.8021545410156
2025-04-30,404.72674560546875
2025-04-30,408.73065185546875
2025-04-30,406.8282775878906
2025-04-30,409.8163146972656
2025-04-30,418.50146484375
2025-04-30,423.73052978515625
2025-04-30,420.85205078125
2025-04-30,416.34014892578125
2025-04-30,421.340087890625
2025-04-30,423.50146484375
2025-04-30,425.1846923828125
2025-04-30,413.3421936035156
2025-04-30,414.0991516113281
2025-04-30,416.1210632324219
2025-04-30,413.8302001953125
2025-04-30,412.0437927246094
2025-04-30,416.16552734375
2025-04-30,417.95196533203125
2025-04-30,427.133544921875
2025-04-30,422.1435546875
2025-04-30,422.61260986328125
2025-04-30,430.1175842285156
2025-04-30,430.3371276855469
2025-04-30,436.544677734375
2025-04-30,441.7342529296875
2025-04-30,442.682373046875
2025-04-30,445.12744140625
2025-04-30,442.4428405761719
2025-04-30,448.0915222167969
2025-04-30,448.6603698730469
2025-04-30,446.37493896484375
2025-04-30,450.6863098144531
2025-04-30,453.5505676269531
2025-04-30,436.5147399902344
2025-04-30,436.15545654296875
2025-04-30,435.726318359375
2025-04-30,434.3790283203125
2025-04-30,438.4508361816406
2025-04-30,437.2332763671875
2025-04-30,429.66845703125
2025-04-30,423.9798583984375
2025-04-30,420.6565246582031
2025-04-30,417.74237060546875
2025-04-30,422.5028381347656
2025-04-30,426.99383544921875
2025-04-30,421.5247802734375
2025-04-30,423.7104187011719
2025-04-30,418.11163330078125
2025-04-30,416.35516357421875
2025-04-30,414.8382263183594
2025-04-30,425.4569091796875
2025-04-30,423.7303466796875
2025-04-30,428.1714782714844
2025-04-30,427.64251708984375
2025-04-30,445.30712890625
2025-04-30,445.8160705566406
2025-04-30,443.17138671875
2025-04-30,433.6903991699219
2025-04-30,446.30511474609375
2025-04-30,441.44482421875
