Date,Price
2025-04-30,36.11787414550781
2025-04-30,36.059326171875
2025-04-30,35.99101257324219
2025-04-30,36.352088928222656
2025-04-30,36.7814826965332
2025-04-30,36.9278678894043
2025-04-30,36.801002502441406
2025-04-30,37.357261657714844
2025-04-30,37.523162841796875
2025-04-30,37.28894805908203
2025-04-30,37.56220245361328
2025-04-30,37.97207260131836
2025-04-30,38.27460479736328
2025-04-30,38.342918395996094
2025-04-30,37.88424301147461
2025-04-30,38.69424057006836
2025-04-30,38.80158233642578
2025-04-30,38.225807189941406
2025-04-30,38.74303436279297
2025-04-30,38.372188568115234
2025-04-30,37.78665542602539
2025-04-30,37.69882583618164
2025-04-30,39.02604293823242
2025-04-30,38.918697357177734
2025-04-30,38.723514556884766
2025-04-30,38.99676513671875
2025-04-30,38.74303436279297
2025-04-30,39.05721664428711
2025-04-30,38.949214935302734
2025-04-30,38.153934478759766
2025-04-30,38.693939208984375
2025-04-30,38.54666519165039
2025-04-30,38.527034759521484
2025-04-30,38.7921257019043
2025-04-30,39.263404846191406
2025-04-30,39.263404846191406
2025-04-30,38.77248764038086
2025-04-30,39.29286193847656
2025-04-30,38.66448974609375
2025-04-30,38.29138946533203
2025-04-30,38.53684616088867
2025-04-30,39.047401428222656
2025-04-30,39.28303909301758
2025-04-30,40.18632507324219
2025-04-30,40.1568717956543
2025-04-30,39.6757698059082
2025-04-30,39.881954193115234
2025-04-30,40.66741943359375
2025-04-30,40.98160934448242
2025-04-30,41.05033493041992
2025-04-30,40.83433151245117
2025-04-30,41.12887954711914
2025-04-30,43.328182220458984
2025-04-30,43.180908203125
2025-04-30,42.2285270690918
2025-04-30,42.12052917480469
2025-04-30,41.531429290771484
2025-04-30,41.639434814453125
2025-04-30,41.42342758178711
2025-04-30,40.922698974609375
2025-04-30,40.91287612915039
2025-04-30,40.34341812133789
2025-04-30,40.52996063232422
2025-04-30,39.57759094238281
2025-04-30,38.78230285644531
2025-04-30,36.897193908691406
2025-04-30,35.984092712402344
2025-04-30,36.249183654785156
2025-04-30,36.622276306152344
2025-04-30,37.515743255615234
2025-04-30,37.584468841552734
2025-04-30,37.476470947265625
2025-04-30,37.761199951171875
2025-04-30,38.10484313964844
2025-04-30,38.32084274291992
2025-04-30,38.625213623046875
2025-04-30,38.949214935302734
2025-04-30,37.987022399902344
2025-04-30,38.04593276977539
2025-04-30,38.527034759521484
2025-04-30,39.047401428222656
2025-04-30,39.19467544555664
2025-04-30,38.949214935302734
2025-04-30,39.2241325378418
2025-04-30,39.44013214111328
2025-04-30,40.00959777832031
2025-04-30,39.960506439208984
2025-04-30,39.764137268066406
2025-04-30,39.410675048828125
2025-04-30,38.303855895996094
2025-04-30,39.0055046081543
2025-04-30,38.8177375793457
2025-04-30,38.54103469848633
2025-04-30,38.32362365722656
2025-04-30,38.19515609741211
2025-04-30,38.639854431152344
2025-04-30,39.08456039428711
2025-04-30,39.15373611450195
2025-04-30,40.3890266418457
2025-04-30,39.79608917236328
2025-04-30,39.400794982910156
2025-04-30,38.985740661621094
2025-04-30,38.788089752197266
2025-04-30,39.05491638183594
2025-04-30,38.93632888793945
2025-04-30,39.213035583496094
2025-04-30,38.75844955444336
2025-04-30,38.76832580566406
2025-04-30,38.788089752197266
2025-04-30,39.63797378540039
2025-04-30,39.4897346496582
2025-04-30,39.46009063720703
2025-04-30,39.7170295715332
2025-04-30,39.4996223449707
2025-04-30,41.45631790161133
2025-04-30,41.41679000854492
2025-04-30,41.644081115722656
2025-04-30,42.29631423950195
2025-04-30,42.09866714477539
2025-04-30,41.821964263916016
2025-04-30,41.268550872802734
2025-04-30,41.80219650268555
2025-04-30,41.84172821044922
2025-04-30,42.1480827331543
2025-04-30,41.39702224731445
2025-04-30,42.118431091308594
2025-04-30,42.02949142456055
2025-04-30,41.81208419799805
2025-04-30,41.327850341796875
2025-04-30,41.268550872802734
2025-04-30,40.8436164855957
2025-04-30,41.387142181396484
2025-04-30,44.8755989074707
2025-04-30,44.243133544921875
2025-04-30,44.59889602661133
2025-04-30,45.537715911865234
2025-04-30,45.32030487060547
2025-04-30,45.33018493652344
2025-04-30,45.359832763671875
2025-04-30,46.1998291015625
2025-04-30,46.17018508911133
2025-04-30,45.86383056640625
2025-04-30,45.51795196533203
2025-04-30,45.91324234008789
2025-04-30,46.4468879699707
2025-04-30,46.94100570678711
2025-04-30,47.18806076049805
2025-04-30,47.20782470703125
2025-04-30,46.95088577270508
2025-04-30,46.48641586303711
2025-04-30,46.269004821777344
2025-04-30,45.824302673339844
2025-04-30,46.4468879699707
2025-04-30,46.456825256347656
2025-04-30,45.622093200683594
2025-04-30,45.463096618652344
2025-04-30,45.7910270690918
2025-04-30,45.7910270690918
2025-04-30,45.38359451293945
2025-04-30,45.184852600097656
2025-04-30,44.767486572265625
2025-04-30,43.22720718383789
2025-04-30,43.10795974731445
2025-04-30,43.893001556396484
2025-04-30,43.61476135253906
2025-04-30,44.101688385009766
2025-04-30,44.27062225341797
2025-04-30,44.06193923950195
2025-04-30,43.63463592529297
2025-04-30,43.67438507080078
2025-04-30,44.01225280761719
2025-04-30,44.52899169921875
2025-04-30,45.115291595458984
2025-04-30,45.7910270690918
2025-04-30,45.92021179199219
2025-04-30,44.827110290527344
2025-04-30,44.77742385864258
2025-04-30,45.4929084777832
2025-04-30,46.804630279541016
2025-04-30,46.34751510620117
2025-04-30,46.23820495605469
2025-04-30,46.36738967895508
2025-04-30,45.502845764160156
2025-04-30,46.099082946777344
2025-04-30,46.228267669677734
2025-04-30,46.79469299316406
