Date,Close/Last,Volume,Open,High,Low
04/04/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
04/03/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
04/02/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
04/01/2025,$0.0001,51833,$0.0001,$0.0001,$0.0001
03/31/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/28/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/27/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/26/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/25/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/24/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/21/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/20/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/19/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/18/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/17/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/14/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/13/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/12/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/11/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/10/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/07/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/06/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/05/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/04/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
03/03/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/28/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/27/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/26/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/25/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/24/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/21/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/20/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/19/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/18/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/14/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/13/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/12/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/11/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/10/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/07/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/06/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/05/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/04/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
02/03/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/31/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/30/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/29/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/28/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/27/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/24/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/23/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/22/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/21/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/17/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/16/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/15/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/14/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/13/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/10/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/08/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/07/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/06/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/03/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
01/02/2025,$0.0001,N/A,$0.0001,$0.0001,$0.0001
12/31/2024,$0.0001,N/A,$0.0001,$0.0001,$0.0001
12/30/2024,$0.0001,N/A,$0.0001,$0.0001,$0.0001
12/27/2024,$0.0001,N/A,$0.0001,$0.0001,$0.0001
12/26/2024,$0.0001,N/A,$0.0001,$0.0001,$0.0001
12/24/2024,$0.0001,N/A,$0.0001,$0.0001,$0.0001
12/23/2024,$0.0001,N/A,$0.0001,$0.0001,$0.0001
12/20/2024,$0.0001,N/A,$0.0001,$0.0001,$0.0001
12/19/2024,$0.0001,N/A,$0.0001,$0.0001,$0.0001
12/18/2024,$0.0001,N/A,$0.0001,$0.0001,$0.0001
12/17/2024,$0.0001,N/A,$0.0001,$0.0001,$0.0001
12/16/2024,$0.0001,N/A,$0.0001,$0.0001,$0.0001
