Date,Close/Last,Volume,Open,High,Low
01/31/2025,$51.95,14361170,$53.26,$53.49,$51.635
01/30/2025,$53.00,16825710,$51.96,$53.5098,$51.0664
01/29/2025,$51.15,17767590,$48.82,$51.71,$48.60
01/28/2025,$49.40,17600430,$47.8977,$49.80,$47.0107
01/27/2025,$47.74,29648690,$48.33,$50.145,$46.66
01/24/2025,$51.12,19901090,$50.91,$52.06,$50.60
01/23/2025,$50.36,16838700,$49.39,$50.91,$49.26
01/22/2025,$50.16,20153170,$50.21,$51.09,$49.72
01/21/2025,$50.00,29947070,$49.93,$50.64,$48.15
01/17/2025,$48.15,35226550,$47.74,$49.27,$46.97
01/16/2025,$46.08,18649730,$45.61,$46.85,$45.25
01/15/2025,$45.56,32265260,$43.99,$46.22,$43.6426
01/14/2025,$41.76,32498790,$41.80,$43.77,$41.28
01/13/2025,$39.59,13763120,$39.01,$39.7971,$38.42
01/10/2025,$40.08,13972850,$40.07,$40.53,$38.78
01/08/2025,$40.81,14022230,$40.255,$40.8299,$39.21
01/07/2025,$40.56,17649190,$42.33,$43.1876,$39.865
01/06/2025,$42.71,22219290,$42.11,$43.12,$41.46
01/03/2025,$41.35,19978820,$39.78,$41.38,$39.0243
01/02/2025,$39.44,18993320,$38.54,$39.70,$37.35
12/31/2024,$37.26,14168070,$38.95,$39.10,$37.03
12/30/2024,$38.28,12749640,$37.81,$38.96,$37.4501
12/27/2024,$39.02,14388800,$40.25,$40.44,$38.22
12/26/2024,$40.38,11906950,$39.34,$40.465,$38.80
12/24/2024,$39.58,10144490,$38.00,$39.59,$37.69
12/23/2024,$37.50,16662280,$37.92,$38.50,$37.08
12/20/2024,$38.33,29109090,$35.11,$38.475,$34.02
12/19/2024,$36.94,25513080,$38.48,$38.68,$36.21
12/18/2024,$37.08,33565240,$41.44,$41.489,$36.64
12/17/2024,$41.63,27260430,$42.31,$42.31,$40.34
12/16/2024,$43.20,36584040,$41.02,$43.83,$40.53
12/13/2024,$40.20,19794860,$39.41,$40.3465,$38.96
12/12/2024,$39.33,26270380,$37.38,$40.19,$35.62
12/11/2024,$37.84,23327710,$38.50,$38.55,$37.70
12/10/2024,$37.36,27808780,$39.81,$40.50,$37.19
12/09/2024,$39.54,26493410,$41.39,$42.09,$39.24
12/06/2024,$41.67,37242730,$39.59,$41.71,$38.94
12/05/2024,$38.92,50453550,$42.71,$42.76,$38.79
12/04/2024,$40.00,35447140,$39.95,$40.57,$37.78
12/03/2024,$38.64,17947570,$37.05,$38.705,$36.61
12/02/2024,$37.62,16070990,$37.925,$38.79,$37.52
11/29/2024,$37.54,13399510,$38.62,$39.145,$37.51
11/27/2024,$37.65,15118540,$37.51,$38.29,$37.04
11/26/2024,$36.42,16612120,$37.05,$37.91,$36.15
11/25/2024,$37.85,29944600,$39.22,$39.74,$37.30
11/22/2024,$36.65,21650100,$34.98,$36.835,$34.17
11/21/2024,$35.09,27042360,$37.125,$37.125,$34.63
11/20/2024,$36.08,36004090,$37.00,$38.11,$35.72
11/19/2024,$35.24,27227490,$34.56,$36.32,$34.00
11/18/2024,$35.00,36964850,$33.11,$35.615,$32.90
11/15/2024,$32.32,17537520,$32.01,$32.355,$31.26
11/14/2024,$32.22,13023390,$32.85,$33.00,$31.5916
11/13/2024,$31.91,23203630,$33.63,$34.10,$31.8231
11/12/2024,$33.00,26059470,$31.74,$33.76,$31.46
11/11/2024,$32.80,43967190,$32.94,$34.32,$32.23
11/08/2024,$30.54,22564140,$29.35,$30.63,$29.21
11/07/2024,$29.36,24913050,$29.06,$30.04,$28.67
11/06/2024,$29.86,49591640,$27.73,$30.06,$26.74
11/05/2024,$24.96,12947190,$24.535,$25.275,$24.42
11/04/2024,$24.32,15067250,$23.75,$24.56,$23.5401
11/01/2024,$23.97,21594090,$23.70,$24.1178,$23.00
10/31/2024,$23.49,45738940,$26.02,$26.48,$23.15
10/30/2024,$28.21,26660920,$27.915,$28.575,$27.55
10/29/2024,$28.03,13257630,$28.25,$28.36,$27.6001
10/28/2024,$27.88,14670890,$27.935,$28.23,$27.51
10/25/2024,$27.06,8752240,$27.51,$27.75,$26.92
10/24/2024,$27.22,7687320,$26.95,$27.33,$26.69
10/23/2024,$26.70,10203220,$27.11,$27.3856,$26.28
10/22/2024,$27.41,11978850,$26.90,$27.60,$26.82
10/21/2024,$26.97,10284170,$26.78,$27.105,$26.18
10/18/2024,$26.83,10721240,$26.55,$27.04,$26.42
10/17/2024,$26.32,11588290,$27.08,$27.08,$26.086
10/16/2024,$26.93,12381960,$27.04,$27.172,$26.565
10/15/2024,$26.80,16466540,$27.135,$27.33,$25.905
10/14/2024,$27.00,17233030,$26.90,$27.14,$26.16
10/11/2024,$26.27,16868920,$25.75,$26.65,$25.69
10/10/2024,$25.50,12990170,$25.50,$25.87,$24.705
10/09/2024,$25.65,22201810,$25.49,$25.69,$24.17
10/08/2024,$25.61,39241470,$23.47,$25.80,$23.44
10/07/2024,$23.32,10007880,$22.75,$23.425,$22.72
10/04/2024,$22.89,9729249,$23.00,$23.39,$22.61
10/03/2024,$22.43,7145969,$22.464,$22.7092,$22.05
10/02/2024,$22.63,12009730,$22.42,$23.18,$22.33
10/01/2024,$22.33,11467430,$23.40,$23.46,$22.28
09/30/2024,$23.42,10117410,$23.97,$24.13,$23.08
09/27/2024,$23.89,18021320,$22.55,$23.98,$22.4112
09/26/2024,$22.43,9350659,$22.78,$22.88,$22.19
09/25/2024,$22.39,4989415,$22.58,$22.82,$22.335
09/24/2024,$22.77,7446081,$22.68,$22.85,$22.2523
09/23/2024,$22.70,11694160,$22.782,$23.325,$22.6234
09/20/2024,$22.73,22849810,$22.81,$22.955,$22.31
09/19/2024,$22.81,14118880,$23.936,$24.06,$22.74
09/18/2024,$22.95,13807210,$22.70,$23.495,$22.34
09/17/2024,$22.64,8636576,$22.545,$22.93,$22.40
09/16/2024,$22.21,8155644,$21.704,$22.535,$21.50
09/13/2024,$22.07,11931610,$21.695,$22.43,$21.61
09/12/2024,$21.64,13536080,$20.83,$21.735,$20.67
09/11/2024,$20.64,12396200,$19.58,$20.795,$19.54
09/10/2024,$19.70,10336500,$19.60,$19.739,$18.825
09/09/2024,$19.66,10350580,$19.21,$19.83,$19.04
09/06/2024,$18.94,12834240,$19.74,$20.2399,$18.71
09/05/2024,$19.67,11493530,$19.00,$19.68,$18.84
09/04/2024,$19.11,9923300,$19.01,$19.61,$18.8108
09/03/2024,$19.37,11353450,$19.755,$19.965,$19.21
08/30/2024,$20.12,11026190,$20.38,$20.40,$19.835
08/29/2024,$20.17,7621530,$20.40,$20.655,$20.09
08/28/2024,$20.32,10959700,$21.15,$21.1993,$20.00
08/27/2024,$21.36,8052553,$20.80,$21.54,$20.59
08/26/2024,$20.96,10676330,$21.12,$21.16,$20.79
08/23/2024,$21.12,13294480,$20.062,$21.21,$20.00
08/22/2024,$19.89,7417947,$20.14,$20.37,$19.85
08/21/2024,$20.18,9837147,$19.73,$20.205,$19.52
08/20/2024,$19.83,10363690,$20.36,$20.43,$19.69
08/19/2024,$20.28,11372150,$19.935,$20.31,$19.81
08/16/2024,$19.98,14101690,$19.51,$20.04,$19.40
08/15/2024,$19.55,23025910,$19.32,$20.07,$19.135
08/14/2024,$18.65,13613550,$18.73,$19.06,$18.57
08/13/2024,$18.41,12906960,$18.78,$18.84,$18.36
08/12/2024,$18.54,18899090,$18.36,$18.79,$18.1062
08/09/2024,$17.92,17345930,$17.80,$18.2799,$17.55
08/08/2024,$17.73,48790450,$17.665,$18.10,$16.68
08/07/2024,$17.12,32590340,$17.60,$17.64,$16.86
08/06/2024,$17.21,22515080,$17.03,$17.52,$16.25
08/05/2024,$16.42,44991070,$14.70,$16.725,$13.98
08/02/2024,$17.88,30564470,$19.20,$19.29,$17.69
08/01/2024,$20.24,13110740,$20.89,$21.30,$19.83
07/31/2024,$20.57,9201949,$20.84,$21.2076,$20.53
07/30/2024,$20.40,11020800,$21.30,$21.35,$20.29
07/29/2024,$21.18,8115146,$21.56,$21.84,$20.95
07/26/2024,$21.20,8362497,$21.59,$21.985,$21.125
07/25/2024,$21.18,9131006,$21.16,$21.785,$20.63
07/24/2024,$21.41,13153080,$22.66,$22.9062,$21.36
07/23/2024,$22.87,10292570,$23.23,$23.40,$22.82
07/22/2024,$23.42,16691410,$23.24,$24.02,$23.095
07/19/2024,$23.41,9348426,$22.94,$23.87,$22.80
07/18/2024,$22.83,14304700,$24.22,$24.45,$22.66
07/17/2024,$24.18,14124910,$24.13,$24.88,$23.57
07/16/2024,$24.63,23046680,$24.06,$24.81,$23.35
07/15/2024,$23.94,20401730,$23.00,$24.01,$22.76
07/12/2024,$22.28,10380670,$22.00,$22.4451,$21.75
07/11/2024,$22.04,13151520,$22.65,$22.98,$21.98
07/10/2024,$22.32,12625290,$22.71,$22.87,$22.08
07/09/2024,$22.60,12196790,$22.25,$23.27,$22.15
07/08/2024,$22.09,10579860,$22.72,$22.88,$21.91
07/05/2024,$22.68,9400851,$22.08,$22.74,$21.72
07/03/2024,$22.89,7631195,$22.45,$23.129,$22.45
07/02/2024,$22.46,9492247,$22.635,$22.80,$22.07
07/01/2024,$22.79,11188160,$22.82,$23.13,$22.43
06/28/2024,$22.71,11668060,$22.64,$23.085,$22.34
06/27/2024,$22.59,7318577,$22.44,$22.7911,$22.27
06/26/2024,$22.31,19146070,$22.68,$23.3299,$22.22
06/25/2024,$22.14,12242450,$21.48,$22.285,$21.22
06/24/2024,$21.37,19032640,$21.85,$22.3299,$20.88
06/21/2024,$22.29,21034120,$21.52,$22.33,$21.25
06/20/2024,$21.73,13386630,$22.00,$22.07,$21.1801
06/18/2024,$21.86,10181100,$21.97,$22.22,$21.80
06/17/2024,$22.25,13998330,$22.32,$22.72,$21.70
06/14/2024,$22.42,13059620,$23.10,$23.57,$22.36
06/13/2024,$23.31,13045760,$23.69,$23.74,$22.92
06/12/2024,$23.70,21351370,$24.00,$24.28,$23.5301
06/11/2024,$23.22,14472820,$22.832,$23.305,$22.13
06/10/2024,$23.42,17959470,$22.10,$23.525,$22.06
06/07/2024,$22.18,24723110,$22.52,$23.69,$22.145
06/06/2024,$22.97,40881180,$22.25,$23.25,$21.744
06/05/2024,$21.57,14410380,$21.00,$21.59,$20.39
06/04/2024,$20.78,17412350,$21.04,$21.625,$20.66
06/03/2024,$21.28,26098130,$21.90,$22.40,$20.73
05/31/2024,$20.90,31219330,$21.91,$22.34,$20.165
05/30/2024,$21.84,36228880,$21.30,$22.26,$20.91
05/29/2024,$21.085,23053060,$20.75,$21.14,$20.27
05/28/2024,$20.47,18147580,$20.618,$20.99,$20.05
05/24/2024,$20.51,20914820,$19.30,$20.565,$19.0666
05/23/2024,$19.24,17758090,$19.92,$19.94,$19.115
05/22/2024,$19.66,20978610,$20.90,$21.03,$19.59
05/21/2024,$20.96,20960680,$21.04,$21.21,$20.41
05/20/2024,$20.84,25792940,$19.94,$20.89,$19.53
05/17/2024,$20.09,53207440,$18.96,$20.34,$18.45
05/16/2024,$17.90,22141590,$18.41,$19.24,$17.86
05/15/2024,$18.52,19468520,$18.35,$18.5799,$17.57
05/14/2024,$18.02,33654520,$17.77,$18.67,$17.65
05/13/2024,$16.89,24385630,$16.62,$17.61,$16.57
05/10/2024,$16.23,24466190,$17.42,$17.69,$16.22
05/09/2024,$17.30,51207410,$19.042,$19.47,$17.04
05/08/2024,$17.85,23043850,$17.60,$17.9378,$17.37
05/07/2024,$17.99,12486160,$17.75,$18.26,$17.67
05/06/2024,$17.78,18716930,$17.63,$18.46,$17.48
05/03/2024,$17.95,9478765,$17.88,$18.135,$17.63
05/02/2024,$17.61,7544744,$16.93,$17.63,$16.76
05/01/2024,$16.65,8903479,$16.43,$17.35,$16.31
04/30/2024,$16.49,8986252,$17.14,$17.30,$16.47
04/29/2024,$17.34,8431531,$17.71,$18.29,$17.30
04/26/2024,$17.88,8203870,$17.12,$17.90,$16.92
04/25/2024,$17.12,7145629,$16.89,$17.26,$16.57
04/24/2024,$17.31,7318081,$17.67,$17.89,$17.08
04/23/2024,$17.62,6961280,$17.13,$17.82,$17.05
04/22/2024,$17.19,7426209,$16.94,$17.345,$16.67
04/19/2024,$16.63,9555156,$16.89,$17.23,$16.5001
04/18/2024,$17.08,7952306,$17.187,$17.595,$16.89
04/17/2024,$17.08,10395440,$17.38,$17.45,$16.46
04/16/2024,$17.31,9347686,$17.13,$17.58,$16.84
04/15/2024,$17.19,14132350,$18.08,$18.26,$16.975
04/12/2024,$17.97,9613234,$18.85,$18.89,$17.83
04/11/2024,$19.00,14077490,$17.70,$19.0489,$17.70
04/10/2024,$18.34,7749112,$17.68,$18.44,$17.59
04/09/2024,$18.30,7937748,$18.66,$18.75,$18.0001
04/08/2024,$18.56,9365572,$18.88,$19.10,$18.44
04/05/2024,$18.40,11636490,$18.23,$18.825,$17.87
04/04/2024,$18.45,15445780,$19.25,$19.29,$18.30
