Date,Price
2025-04-30,476.08636474609375
2025-04-30,476.4898681640625
2025-04-30,485.2104187011719
2025-04-30,484.6986083984375
2025-04-30,486.5982360839844
2025-04-30,493.0746154785156
2025-04-30,495.2892150878906
2025-04-30,499.0491027832031
2025-04-30,504.7381286621094
2025-04-30,503.6849365234375
2025-04-30,505.7912902832031
2025-04-30,509.4034729003906
2025-04-30,513.0650024414062
2025-04-30,516.3720703125
2025-04-30,509.0885314941406
2025-04-30,515.30908203125
2025-04-30,513.1436767578125
2025-04-30,508.69488525390625
2025-04-30,500.171142578125
2025-04-30,495.7518005371094
2025-04-30,477.0903015136719
2025-04-30,474.06854248046875
2025-04-30,487.5726013183594
2025-04-30,489.61004638671875
2025-04-30,497.5333251953125
2025-04-30,495.2006530761719
2025-04-30,494.01953125
2025-04-30,482.9662780761719
2025-04-30,487.20843505859375
2025-04-30,488.40924072265625
2025-04-30,485.3088684082031
2025-04-30,489.47222900390625
2025-04-30,489.29510498046875
2025-04-30,483.5720520019531
2025-04-30,475.48663330078125
2025-04-30,478.9165344238281
2025-04-30,477.00885009765625
2025-04-30,484.31341552734375
2025-04-30,478.8967590332031
2025-04-30,478.44207763671875
2025-04-30,480.8143310546875
2025-04-30,503.37042236328125
2025-04-30,488.92938232421875
2025-04-30,492.47784423828125
2025-04-30,484.22442626953125
2025-04-30,482.3662109375
2025-04-30,483.6807861328125
2025-04-30,486.4187316894531
2025-04-30,495.1367492675781
2025-04-30,498.5270690917969
2025-04-30,505.6141662597656
2025-04-30,509.40972900390625
2025-04-30,542.5223388671875
2025-04-30,566.6500244140625
2025-04-30,557.8134155273438
2025-04-30,558.7919921875
2025-04-30,552.0706176757812
2025-04-30,548.284912109375
2025-04-30,553.2764892578125
2025-04-30,553.207275390625
2025-04-30,563.1311645507812
2025-04-30,560.195556640625
2025-04-30,569.6647338867188
2025-04-30,569.4966430664062
2025-04-30,566.1459350585938
2025-04-30,583.0086059570312
2025-04-30,563.3684692382812
2025-04-30,561.7770385742188
2025-04-30,559.5333251953125
2025-04-30,559.69140625
2025-04-30,552.2979125976562
2025-04-30,558.7523803710938
2025-04-30,567.598876953125
2025-04-30,572.966064453125
2025-04-30,572.90673828125
2025-04-30,570.9990844726562
2025-04-30,572.08642578125
2025-04-30,573.934814453125
2025-04-30,571.3846435546875
2025-04-30,572.0270385742188
2025-04-30,577.7501831054688
2025-04-30,580.33984375
2025-04-30,580.5572509765625
2025-04-30,581.7334594726562
2025-04-30,584.7284545898438
2025-04-30,583.3743286132812
2025-04-30,591.7562866210938
2025-04-30,597.192626953125
2025-04-30,588.6031494140625
2025-04-30,589.9771118164062
2025-04-30,587.229248046875
2025-04-30,592.1022338867188
2025-04-30,582.9295043945312
2025-04-30,581.6148681640625
2025-04-30,587.4466552734375
2025-04-30,584.3914794921875
2025-04-30,573.3016357421875
2025-04-30,575.969970703125
2025-04-30,572.4188232421875
2025-04-30,570.365478515625
2025-04-30,568.7882690429688
2025-04-30,570.553955078125
2025-04-30,571.6649169921875
2025-04-30,570.177001953125
2025-04-30,577.1602172851562
2025-04-30,579.9674072265625
2025-04-30,578.5985107421875
2025-04-30,587.5359497070312
2025-04-30,587.9723510742188
2025-04-30,586.4349365234375
2025-04-30,578.8564453125
2025-04-30,576.8924560546875
2025-04-30,586.4547119140625
2025-04-30,592.8825073242188
2025-04-30,593.2296752929688
2025-04-30,600.5204467773438
2025-04-30,551.8062744140625
2025-04-30,566.7349853515625
2025-04-30,561.4677734375
2025-04-30,565.0189208984375
2025-04-30,566.8638916015625
2025-04-30,565.266845703125
2025-04-30,560.0889892578125
2025-04-30,556.289794921875
2025-04-30,560.0096435546875
2025-04-30,560.6841430664062
2025-04-30,557.5991821289062
2025-04-30,558.4224853515625
2025-04-30,559.9500732421875
2025-04-30,562.9854736328125
2025-04-30,553.2743530273438
2025-04-30,562.4597778320312
2025-04-30,591.8806762695312
2025-04-30,600.570068359375
2025-04-30,610.8465576171875
2025-04-30,620.2105102539062
2025-04-30,609.7156982421875
2025-04-30,600.9866943359375
2025-04-30,588.3692016601562
2025-04-30,587.4566040039062
2025-04-30,584.8974609375
2025-04-30,572.349365234375
2025-04-30,595.659912109375
2025-04-30,592.6741943359375
2025-04-30,586.1076049804688
2025-04-30,600.947021484375
2025-04-30,601.8992309570312
2025-04-30,603.4764404296875
2025-04-30,605.2817993164062
2025-04-30,603.6152954101562
2025-04-30,600.3517456054688
2025-04-30,605.8670043945312
